f1,f2
9.700310678743424,10.004216242292097
10.408964732887064,10.539348339500897
10.874645724761287,8.22389120374163
10.050916075313427,11.40460513330164
8.803495083327812,10.533586914532327
8.875947612015358,10.61270742014247
7.890853203863361,10.68883411406165
10.198457365029524,10.866604304324456
9.537832353858368,10.479766461898201
9.743137655242682,10.144996855135295
10.047769537574343,9.812374381696973
9.678281662056182,11.479608583343952
8.401746539384707,10.28150213479444
9.448760007753394,9.36864632396725
9.15038734725218,11.76183604050998
9.835864022075324,11.343778214665678
11.583150350707758,10.249514877387808
10.575150071875685,11.162882469007673
10.261118712013184,8.602185980986887
9.753274852139011,9.780977956719811
9.840526573203679,11.817511936364664
10.475948128902283,11.537369648449395
9.64832095335563,9.3434150332303
11.660128337970287,11.095531799402513
9.381400571112573,9.927347227956899
10.027839796551612,9.847658738877314
11.314264838004531,10.141383451220177
9.5093108998538,9.397511245263605
12.594122025455203,9.910959375167872
10.323710282663175,7.641001674481015
9.709568820942428,9.539077541984547
10.52450929939421,8.903179654476688
11.881855317659555,11.705716801880468
8.496717871750029,10.491745455737993
8.99374151005614,10.130947733441252
10.00025813628725,10.895998172861175
10.760009767213399,12.23063155984557
8.434604959475351,10.790623989166352
9.191397374534931,12.34648021812682
9.882945452828999,9.932338894625119
9.395130338530741,9.127868820297639
9.973200836903862,10.368165889626592
10.329279581750137,9.042385681202816
8.671261489602733,10.035147016699364
11.368406540211385,10.934969596628722
6.992676536633754,9.595582091317425
8.541104812610302,10.77697660883143
11.488033060629858,10.32780011766248
11.534554136600782,9.937265054708085
9.663132542053745,9.020918015269654
